CustomerID,Name,Email,Region,LoyaltyTier
C1323,John Sandoval,tuckerjasmine@gmail.com,South,Platinum
C1324,Alex Brown,isalazar@ortega-thomas.com,North,Bronze
C1325,Kathy Burgess,lindaortega@stevens.org,West,Bronze
C1326,Phillip Miller,richardschultz@yahoo.com,West,Bronze
C1327,Jennifer Armstrong,vbrooks@robinson-rivers.com,East,Gold
C1328,Alexis Gomez,kristine82@moore-harris.com,North,Platinum
C1329,Megan Mays,mary55@hotmail.com,West,Platinum
C1330,William Harmon,mhunt@brown-russell.com,North,Bronze
C1331,Michael Ruiz,hannah50@gmail.com,West,Platinum
C1332,Patrick Fleming,bholloway@summers.org,South,Gold
C1333,Brittany Martin,david62@gmail.com,South,Bronze
C1334,Matthew Peters,robinanderson@murphy.com,West,Platinum
C1335,Joseph Bush,dnewton@hotmail.com,North,Bronze
C1336,Donald Roach,pricemary@maddox-jackson.net,East,Gold
C1337,Charles Yoder,susan48@hotmail.com,South,Gold
C1338,Kathryn Adams,jenkinsjoseph@mccarthy-johnson.com,North,Gold
C1339,Robert Terry,wardkelli@golden-jackson.org,West,Platinum
C1340,Lisa Jones,robert63@hotmail.com,East,Platinum
C1341,Nicole Moran,chandlerkimberly@medina.net,South,Gold
C1342,Julian Conley,danielsteresa@hotmail.com,North,Bronze
C1343,Christopher English,wpeck@tate-harris.com,South,Bronze
C1344,David Foster MD,katrinahopkins@yahoo.com,South,Bronze
C1345,Margaret Cisneros,joeloneill@garrett-villa.net,East,Bronze
C1346,Barbara Mcdowell,mccarthydavid@gmail.com,West,Bronze
C1347,Bruce Martinez MD,paul83@ortiz.info,West,Gold
C1348,Teresa Alvarado,thomaswebster@gmail.com,West,Silver
C1349,Angela Holland,nshaw@hansen.com,South,Gold
C1350,Marvin Nash,xavierwarren@hotmail.com,East,Platinum
C1351,Robin Buchanan,johnathanjones@hotmail.com,West,Gold
C1352,James Taylor,kwashington@hotmail.com,North,Gold
C1353,Patrick Stephens,hutchinsonheather@hotmail.com,East,Silver
C1354,Valerie Dennis,hannahgould@walker.com,South,Gold
C1355,Deborah Mason,brenda63@tran.com,North,Bronze
C1356,Kathleen Zimmerman,adrianamckee@yahoo.com,North,Bronze
C1357,Nathan Klein,ebridges@mccarthy.com,South,Platinum
C1358,John Bryant,qbooker@grant.com,South,Silver
C1359,Matthew Villarreal,gwarner@gmail.com,East,Silver
C1360,Nancy Ramsey,nfuller@walker.info,South,Platinum
C1361,Connor Ramirez,lopezmatthew@gilmore-russell.biz,West,Platinum
C1362,Anna Harris,sthompson@hotmail.com,North,Gold
C1363,Edward Barrera,kimberly29@hotmail.com,East,Silver
C1364,Johnathan Smith,meredithjordan@gmail.com,West,Silver
C1365,Adam Lara,ricechristopher@hotmail.com,South,Gold
C1366,Brian Reed,daltonvelasquez@hotmail.com,East,Gold
C1367,Henry Griffin,gspencer@yahoo.com,South,Gold
C1368,Michael Hughes,ugordon@hotmail.com,East,Silver
C1369,Jennifer Esparza,gordonharrington@patel.info,North,Silver
C1370,Erik Thomas,cynthia46@yahoo.com,North,Bronze
C1371,Michael Thomas,nsmith@hotmail.com,North,Gold
C1372,Paul Fletcher,jwhite@yahoo.com,East,Platinum
C1373,Amanda Miller,youngamber@yahoo.com,West,Gold
C1374,Jennifer Navarro,christopherpearson@white-hopkins.net,North,Gold
C1375,Hunter Smith,phillip87@boyd-benjamin.com,North,Silver
C1376,Antonio Garcia,marissasmith@hotmail.com,East,Gold
C1377,James Velez,rlyons@rivera.info,South,Silver
C1378,Jonathan Brown,jasminegrant@norris.biz,South,Platinum
C1379,Anthony Cox,clarkderek@yahoo.com,East,Bronze
C1380,Olivia Morris,spenceeric@hotmail.com,South,Platinum
C1381,Margaret Garcia,ramirezmallory@hotmail.com,South,Bronze
C1382,Ryan Perkins,dale07@mendoza.net,West,Gold
C1383,Felicia Jones,scottjones@torres.com,South,Gold
C1384,Derrick Buckley,pmosley@hardy.com,South,Silver
C1385,Cynthia Bennett,crawfordamanda@hotmail.com,South,Gold
C1386,Erica Perkins,susan08@turner-norris.info,South,Gold
C1387,Joshua Medina MD,laura62@vazquez.info,South,Bronze
C1388,William James,bentleyjennifer@hotmail.com,South,Gold
C1389,Mr. Geoffrey Boyd DDS,greendavid@lopez.com,West,Platinum
C1390,Ronald Powers,travisgibson@hill.com,East,Platinum
C1391,Cathy Wilson,chloe24@yahoo.com,South,Bronze
C1392,Ryan Schroeder,awood@farley.net,West,Silver
C1393,Mr. Stephen Lee,pamelaknapp@hotmail.com,South,Gold
C1394,Joshua Becker,michaelfields@bowman.com,North,Bronze
C1395,Jason Wang,kathleen92@wilson.com,West,Gold
C1396,Martha Moody,clarkkaitlyn@gmail.com,East,Gold
C1397,Adam Thomas,newmanxavier@reynolds.com,North,Gold
C1398,Abigail Wu,peter25@davis.com,South,Gold
C1399,Tiffany Brown,wford@peterson.com,North,Platinum
C1400,Judith Russell,don39@gmail.com,South,Platinum
C1401,Melanie Mendoza,michaeldavid@yahoo.com,South,Gold
C1402,David Martinez,brett10@hotmail.com,East,Platinum
C1403,Daniel Black,lopezkimberly@mayer.com,South,Silver
C1404,Steven Robinson,lucas66@gmail.com,West,Bronze
C1405,Christine Vaughn,ujones@yahoo.com,West,Silver
C1406,Brandon Good,david02@vance.org,East,Platinum
C1407,Kimberly Saunders,jessica89@haney-larson.com,South,Platinum
C1408,Joe Myers,rachel58@banks.com,North,Bronze
C1409,Jon Willis,darryl65@hotmail.com,East,Gold
C1410,James Delacruz,george69@hamilton.com,South,Silver
C1411,Emily Wilson,toniclark@clayton.com,West,Silver
C1412,Lisa Olsen,megan73@yahoo.com,South,Bronze
C1413,Luke Fisher,wrighttara@galloway.com,West,Platinum
C1414,John Nelson,katrina46@yahoo.com,East,Bronze
C1415,Robert Martin,philipclark@gmail.com,North,Bronze
C1416,Keith Rogers,rodriguezronald@boone.com,East,Silver
C1417,Joseph Parker,kylesanchez@hotmail.com,South,Platinum
C1418,Mark Ford,sethmassey@hotmail.com,North,Silver
C1419,Jennifer Harris,juandiaz@hotmail.com,East,Bronze
C1420,Cheyenne Edwards,psmith@gmail.com,East,Platinum
C1421,Margaret Faulkner,lisa41@gmail.com,West,Gold
C1422,Joseph Burns,brittanygraham@jones.com,West,Platinum
C1423,Shannon Moore,smithdana@peterson-acosta.com,South,Platinum
C1424,Brent Henry,laura72@yahoo.com,North,Silver
C1425,Stanley Allen,marissa57@avery-robertson.info,West,Platinum
C1426,Julie Miller,amykim@hotmail.com,North,Bronze
C1427,Shirley Thomas,ujordan@gmail.com,East,Silver
C1428,John Stewart,cooperdavid@cochran.com,South,Bronze
C1429,Melissa Davis,sharris@adams-harris.com,South,Silver
C1430,Lauren Stewart,rodriguezdwayne@gmail.com,South,Platinum
C1431,Heather Smith,david10@yahoo.com,East,Platinum
C1432,Benjamin Alvarado,franklintyler@yahoo.com,East,Silver
C1433,Brent Harrison,jeremyscott@hotmail.com,West,Platinum
C1434,Karen Ellis,brownjoanna@foster.biz,East,Gold
C1435,Mary Allen,hughesryan@gmail.com,East,Bronze
C1436,Brendan Crawford,gbauer@norman.com,South,Gold
C1437,Karla Mccormick,davisalyssa@collier.net,West,Silver
C1438,Denise Matthews,jcastro@osborne-clarke.com,South,Silver
C1439,Jacob Brown,phernandez@gmail.com,North,Silver
C1440,Amy Byrd,hannah88@richards.net,East,Platinum
C1441,Patrick Garcia,oschneider@smith-johnson.com,East,Gold
C1442,George Stewart,millernatalie@yahoo.com,South,Platinum
C1443,Megan Figueroa,john78@johnson.com,North,Silver
C1444,Brenda Cooper,rivastara@yahoo.com,North,Platinum
C1445,Joshua Padilla,kylemitchell@yahoo.com,North,Platinum
C1446,Sara Campbell,connor86@davis.com,North,Platinum
C1447,Nancy Glover,qtaylor@gmail.com,South,Gold
C1448,Stephanie Richardson,shelbymueller@wallace-montoya.com,East,Bronze
C1449,Christopher Sheppard,yespinoza@decker.biz,North,Platinum
C1450,Betty Marquez,zachary19@williams.com,South,Silver
C1451,Julie Cruz,reyesdavid@yahoo.com,South,Bronze
C1452,Matthew Hicks,bradley33@hotmail.com,West,Silver
C1453,Chelsea Massey,whowell@hotmail.com,West,Bronze
C1454,Devon Ferrell,bdougherty@yahoo.com,East,Silver
C1455,Brianna Lewis,jwatts@goodman-king.net,West,Gold
C1456,Jared Davis,brian93@thomas-johnson.net,West,Bronze
C1457,Christopher Tyler,icooper@yahoo.com,North,Silver
C1458,Leslie Mccall,swatkins@hotmail.com,West,Silver
C1459,Zachary Lopez,andrewsparks@simpson.biz,North,Gold
C1460,Andrew Baker,jeremywillis@yahoo.com,West,Gold
C1461,Maria Brown,nbennett@kim.net,West,Silver
C1462,Tamara Hunter,vanessabradshaw@hotmail.com,East,Bronze
C1463,Janet King,linchristina@byrd-patton.com,West,Gold
C1464,Daniel Macdonald,dawn30@yahoo.com,North,Silver
C1465,Angela Bautista,brittany90@nelson.com,South,Gold
C1466,Allison Calderon,michelle24@moon-brooks.com,South,Bronze
C1467,Elizabeth Bowen,garrett39@snow.biz,West,Bronze
C1468,Laura Soto,cory71@perez.com,North,Bronze
C1469,Joseph White,ymiller@gmail.com,North,Platinum
C1470,Deanna Johnson,murphychristopher@figueroa.org,North,Gold
C1471,Emily Fernandez,camposnicholas@chavez.com,South,Silver
C1472,Jason Nelson,marshalljulie@drake.net,West,Bronze
C1473,Kathy Rios,rpalmer@yahoo.com,South,Platinum
C1474,Rachel Adams,william88@hotmail.com,North,Gold
C1475,Thomas Bridges Jr.,john99@nguyen-ross.com,East,Gold
C1476,Christopher Jackson,nancynorton@gmail.com,East,Silver
C1477,Dr. Michael Jones,joan24@estrada.org,West,Silver
C1478,Hannah Simon,irodriguez@schroeder.biz,North,Silver
C1479,Steven Smith,pamela61@miller-ramirez.net,South,Platinum
C1480,Alexander Bradford,sandraperez@buck.info,West,Platinum
C1481,Adam Holmes,lisadavis@jones.com,West,Silver
C1482,Jason Williams,dbarnes@hotmail.com,South,Bronze
C1483,Jared Williams,garciakatherine@gmail.com,North,Bronze
C1484,Michael Mcpherson,imiles@yahoo.com,East,Silver
C1485,Courtney Schmidt,zreynolds@crawford.com,East,Silver
C1486,Alicia Rose,jacob97@whitehead.com,North,Platinum
C1487,Lisa Austin,tfinley@lopez.biz,West,Gold
C1488,Kenneth Williams,joseph64@sanders.com,West,Gold
C1489,Matthew Cooper,mario84@gmail.com,South,Bronze
C1490,Chris Wagner,patricia59@johnson-jones.net,North,Bronze
C1491,Michael Rodriguez,jonescrystal@scott-graves.biz,North,Platinum
C1492,Amanda Peterson,lori53@duncan.info,East,Platinum
C1493,Nancy Johnson,danielwright@adams.biz,South,Bronze
C1494,Douglas Yoder,williamwood@hotmail.com,South,Bronze
C1495,Angela Kramer,johnsonjames@finley.com,North,Silver
C1496,Clarence Smith,scottdeleon@fowler.biz,West,Gold
C1497,Mrs. Heather Whitehead DDS,shanemiddleton@sanchez.com,West,Gold
C1498,Jordan Wilson,tylerharris@anderson.org,West,Bronze
C1499,Warren Castillo,samanthawilson@rodriguez-smith.info,South,Bronze
C1500,Christina Bell,paul17@sims-johnson.com,South,Silver
C1501,Makayla Hughes,kirbybobby@yahoo.com,North,Silver
C1502,Noah Malone,stricklandshawna@gmail.com,North,Platinum
C1503,Kyle Villanueva,tphelps@rivera.com,North,Platinum
C1504,Nicole Phillips,zmercer@yahoo.com,North,Gold
C1505,Wendy Harris,thomas04@hotmail.com,South,Silver
C1506,Kenneth Gregory,downsbrent@hotmail.com,South,Platinum
C1507,Travis Ruiz,xmyers@hotmail.com,East,Bronze
C1508,Ryan Mann,kathryngonzalez@howard-brady.biz,North,Gold
C1509,Nicole Wright,fwatson@mills.com,South,Bronze
C1510,Destiny Hamilton,fconway@yahoo.com,West,Silver
C1511,Robert Harrell,ericmay@gmail.com,North,Gold
C1512,Joseph Palmer,samanthaharris@yahoo.com,North,Platinum
C1513,Tara Bell,andrea32@gmail.com,East,Silver
C1514,Christopher Myers,ubowen@morgan.com,West,Silver
C1515,Linda Walker,connerkristina@yahoo.com,West,Bronze
C1516,Samuel Odom,adam29@gmail.com,North,Bronze
C1517,Angela Nelson,carolyn79@raymond-warner.com,East,Silver
C1518,Arthur Jones,kenneth89@yahoo.com,North,Bronze
C1519,Vanessa Donaldson,william18@ramos-henderson.com,North,Bronze
C1520,Daniel Wagner,ppalmer@craig.com,West,Silver
C1521,Victor Leonard,figueroadenise@rice.com,East,Bronze
C1522,William Dyer,pjohnson@yahoo.com,South,Platinum
C1523,Rebecca Welch DDS,morristodd@gmail.com,South,Silver
C1524,Nathan Wilson,carolynwilliams@hotmail.com,South,Bronze
C1525,Elizabeth Thomas MD,mkemp@mendoza.biz,North,Silver
C1526,James Brennan,cooperpeter@yahoo.com,West,Bronze
C1527,Ashley Johnson DDS,seangross@gray.info,South,Bronze
C1528,Lawrence Patterson,barnesjohn@holden.com,North,Gold
C1529,Kelly Baxter,dominguezzachary@yahoo.com,North,Bronze
C1530,Lisa Nelson,jeremyhoffman@gmail.com,East,Platinum
C1531,Edward Brown,iduarte@williams-cunningham.com,West,Bronze
C1532,Melissa Fitzgerald,rachelward@pitts-williams.com,South,Platinum
C1533,Sara Green,alanschultz@branch-peterson.com,North,Platinum
C1534,Manuel Mejia,smithdeborah@yahoo.com,West,Silver
C1535,Joshua Blake,adamsbarry@hotmail.com,West,Silver
C1536,Allen Thompson,shawnflynn@raymond.com,North,Gold
C1537,Jonathan West,sharonstafford@holmes-simpson.com,East,Bronze
C1538,Patrick Orr,sherri95@hotmail.com,North,Platinum
C1539,Hailey Gilbert,andersonanthony@edwards.info,South,Gold
C1540,Monica Delgado,reidcarl@murray.com,South,Silver
C1541,Mary Black,david36@perkins-mitchell.biz,South,Gold
C1542,Lucas Torres,brent18@terrell.info,North,Bronze
C1543,Craig Moore,imcdaniel@hotmail.com,West,Silver
C1544,John Nicholson,johnsonkelly@gmail.com,West,Silver
C1545,Felicia Lee,alexander14@hotmail.com,East,Bronze
C1546,Luis Vance,alane@hotmail.com,North,Gold
C1547,Abigail Barnes,dorothy44@yahoo.com,East,Platinum
C1548,Michael Larsen,rclark@carpenter.com,North,Platinum
C1549,Henry Rios,eric90@hines-henderson.com,South,Bronze
C1550,Michael Proctor,marie26@hotmail.com,East,Bronze
C1551,John Smith,jerrywelch@gmail.com,East,Bronze
C1552,John Anderson,james98@yahoo.com,South,Silver
C1553,Joshua Johnson,xgibson@gmail.com,South,Bronze
C1554,Paul Mcpherson,rriley@yahoo.com,West,Platinum
C1555,George Andrews,zhoffman@gmail.com,South,Bronze
C1556,James Ward,qjohnson@smith.biz,South,Gold
C1557,Sherri Bennett,asheppard@gmail.com,North,Platinum
C1558,Nicole Obrien,patrickfischer@travis.biz,East,Bronze
C1559,Heather Daniels,cparker@parker.info,South,Gold
C1560,Brenda Morris,grayricky@reid.com,West,Platinum
C1561,Anthony Martinez,craigellis@smith.com,East,Silver
C1562,Bill Wilson,daniel16@gmail.com,South,Bronze
C1563,Michelle Guzman,herrerajustin@hotmail.com,South,Platinum
C1564,Jessica Bell,theresarivera@santana-foster.com,South,Gold
C1565,Charles Gonzalez,juliewhite@rogers.com,West,Gold
C1566,Kevin Rollins,nhamilton@hotmail.com,South,Silver
C1567,Christopher Morris,ajackson@yahoo.com,North,Gold
C1568,Victoria Olson,christopher88@gmail.com,North,Bronze
C1569,Amber Brooks,evansronald@yahoo.com,North,Gold
C1570,Thomas Parsons,aaron17@dixon.com,North,Platinum
C1571,Teresa Williams,zmccormick@hotmail.com,South,Platinum
C1572,Michael Pitts,levythomas@smith.com,West,Gold
C1573,James Jensen,lconner@anthony.com,North,Bronze
C1574,Teresa Greene,linda00@yahoo.com,East,Platinum
C1575,Adrian Adams,bryan53@greene.com,South,Bronze
C1576,Joseph Martinez,theresaburke@hotmail.com,East,Platinum
C1577,Andrew Travis,noahdouglas@hill.info,East,Bronze
C1578,Rhonda Berger,brownjaclyn@rodriguez-gomez.com,North,Silver
C1579,Antonio Lee,ksandoval@yahoo.com,East,Gold
C1580,Shannon Bowman,psilva@gmail.com,East,Gold
C1581,Alan Glass,jennifer88@yahoo.com,West,Gold
C1582,Johnny James,hallnathan@carroll.biz,South,Bronze
C1583,Kathryn Vargas,garciamichael@williams.com,North,Bronze
C1584,David Wallace,jason95@hotmail.com,North,Silver
C1585,John Murphy,rayrivera@gmail.com,South,Silver
C1586,Michael Walsh,hernandezgina@gmail.com,North,Bronze
C1587,Elizabeth Ellis,ssalazar@mendoza.info,West,Gold
C1588,David Rocha,hwilliams@buck-adams.com,North,Bronze
C1589,Terrence Salas,shepardandrea@hotmail.com,West,Bronze
C1590,Sherry Higgins,stephanie07@yahoo.com,North,Platinum
C1591,Jamie Clark,lsmith@yahoo.com,East,Bronze
C1592,Jennifer Flores,ytaylor@yahoo.com,West,Gold
C1593,Eric Brewer,shelley91@jones.biz,North,Silver
C1594,Tyler Gutierrez,rbailey@dickson.biz,West,Platinum
C1595,Laura Richardson,juanleon@hotmail.com,West,Gold
C1596,Jennifer Lopez,lglenn@gmail.com,North,Gold
C1597,Sandra Nielsen,jennifer89@jones.com,West,Bronze
C1598,Mr. Brandon Hudson,zfrank@yahoo.com,West,Silver
C1599,Mark Clark,donaldhall@hotmail.com,South,Gold
C1600,Kevin Carey,langashley@gmail.com,South,Platinum
C1601,Marc Jensen,lchandler@foster.com,East,Platinum
C1602,Pamela White,ryansanchez@gmail.com,West,Silver
C1603,Andrew Miller,edwardskristina@morris.com,North,Silver
C1604,Robert Jackson,eerickson@higgins.org,North,Gold
C1605,Katie Walker,martinezjohn@hotmail.com,West,Bronze
C1606,Keith Moore,pearsoncameron@yahoo.com,North,Silver
C1607,Kimberly Olson,hollykelly@gmail.com,West,Gold
C1608,Angela Dominguez,sullivanmelissa@calderon.com,South,Gold
C1609,Jaime Jones,xhanson@hartman.com,West,Platinum
C1610,Geoffrey Torres,kellyandrew@rhodes.com,East,Bronze
C1611,Kimberly Jackson,powerssteven@gutierrez.com,East,Gold
C1612,Jeremy Barnes,browncurtis@jefferson.info,South,Platinum
C1613,Alexis Moreno,erinevans@gmail.com,North,Platinum
C1614,Nicole Flores,joe20@hotmail.com,East,Gold
C1615,Darrell Collins,halljennifer@thompson.biz,South,Bronze
C1616,Katherine Horton,leemartin@gmail.com,East,Gold
C1617,Stephanie Ramos,xbrowning@wright.com,East,Gold
C1618,Olivia Pacheco,cynthiarodriguez@yahoo.com,North,Bronze
C1619,Brian Hernandez,johnallen@larson.com,North,Silver
C1620,Stacie Maldonado,curtisshirley@gmail.com,North,Platinum
C1621,Mrs. Andrea Myers,ivaldez@miles.info,East,Gold
C1622,Jaime Woods,tammy26@gmail.com,West,Silver
C1623,Diamond Horton,dylanhuang@cervantes.com,East,Platinum
C1624,Andrea Gonzales,lunagabriel@yahoo.com,East,Silver
C1625,Michael Sanchez,odomsteven@ortiz-brown.com,West,Silver
C1626,Dustin Cox,peter12@yahoo.com,East,Silver
C1627,April Brown,andersontroy@yahoo.com,West,Bronze
C1628,Timothy Walter,elliottthomas@gmail.com,North,Bronze
C1629,Maria Diaz,myersholly@yahoo.com,South,Gold
C1630,Christopher Rice,tonya61@gmail.com,East,Bronze
C1631,Jennifer Myers,trevormarshall@tyler.org,North,Gold
C1632,Michael Galvan,tjimenez@hotmail.com,West,Gold
C1633,Ian Thomas,mario42@yahoo.com,West,Bronze
C1634,Robert Gross,burtonhenry@carroll-shaw.com,South,Silver
C1635,Kristen Steele,millersarah@gmail.com,West,Bronze
C1636,Charles Diaz,qadams@hotmail.com,West,Gold
C1637,Amy Neal,angelica34@hotmail.com,North,Platinum
C1638,Matthew Nelson,mjackson@yahoo.com,North,Platinum
C1639,Maria Garcia,leachrhonda@yahoo.com,North,Silver
C1640,Andrew Vance,julie57@yahoo.com,South,Gold
C1641,Stephanie Hanson,mherman@gmail.com,South,Gold
C1642,Mr. Matthew Coleman,maxmcneil@scott.com,East,Silver
C1643,Miranda Bond,markdawson@hotmail.com,North,Silver
C1644,Monica Ortega,mark97@marshall.com,East,Bronze
C1645,Crystal Watkins,manuel63@yahoo.com,West,Platinum
C1646,Krystal Ellis,kdean@parker.com,South,Silver
C1647,Nicole Combs,elizabethnorton@alexander.org,North,Gold
C1648,Craig Mills,troyharris@jennings.net,East,Bronze
C1649,Mrs. Tracey Hill,matthew14@barnes-morgan.com,West,Gold
C1650,Henry Smith,vjackson@yahoo.com,East,Bronze
C1651,Richard Ortega,njackson@yahoo.com,North,Platinum
C1652,Jason Mendez,barberanthony@simpson-aguirre.info,South,Platinum
C1653,Audrey Ashley,jennifer32@gmail.com,North,Gold
C1654,Jamie Trujillo,hrichard@gmail.com,East,Silver
C1655,Olivia Lynn,martinezvictoria@montoya.info,North,Platinum
C1656,Amy Garcia,qsmall@gmail.com,South,Silver
C1657,Douglas Stewart,heather39@hotmail.com,South,Platinum
C1658,Calvin Wang,parksvanessa@williams-robinson.com,North,Bronze
C1659,Anthony Barron,melissa09@ray.com,South,Platinum
C1660,Mr. Louis Boyd,alexisrios@hotmail.com,East,Platinum
C1661,Isaac Campbell,rvaughan@thomas.com,North,Silver
C1662,Nicholas Johnson,xdavis@gmail.com,North,Platinum
C1663,Andrew Baker,fdudley@solis-elliott.com,East,Platinum
C1664,Mario Palmer,moorekelly@yahoo.com,East,Platinum
C1665,Kenneth Tapia,tracicunningham@yahoo.com,West,Platinum
C1666,Edward Hernandez,michaelodom@ross.biz,East,Platinum
C1667,Shawn Reed Jr.,kevingutierrez@gmail.com,East,Platinum
C1668,Kurt Aguirre,thorton@harris-hall.info,South,Gold
C1669,Robert West,mullenwendy@hotmail.com,North,Gold
C1670,Amanda Morris,imason@hotmail.com,East,Bronze
C1671,Krista Weiss,rivasmatthew@villa.org,North,Gold
C1672,Dylan Fitzgerald,brooke04@gmail.com,South,Silver
C1673,Beth Foster,acostaalicia@gmail.com,East,Platinum
C1674,John Walker,idiaz@yahoo.com,North,Silver
C1675,Jeffrey Ruiz,melanie08@jenkins.info,West,Bronze
C1676,Matthew Cabrera,fdiaz@yahoo.com,North,Silver
C1677,Andrew Robles,longmarcus@jones-rodriguez.com,East,Gold
C1678,Anthony Brown,nscott@lawrence.com,North,Gold
C1679,Phillip Lang,afinley@snow.com,South,Silver
C1680,Amanda Hoffman,kimberly65@hotmail.com,East,Gold
C1681,Samantha Mcintyre,johnvillarreal@hotmail.com,South,Bronze
C1682,Laura Ross,dennis39@yahoo.com,South,Silver
C1683,Laura Jenkins,guerramelissa@hurst.org,West,Gold
C1684,Matthew Phillips,henry20@yahoo.com,North,Bronze
C1685,Christy Simon,rsmith@hotmail.com,North,Gold
C1686,Faith Solis,frazierrussell@gmail.com,South,Silver
C1687,Amy Jones,brownjacqueline@hotmail.com,North,Gold
C1688,Marie Chung,johnsonvictoria@gmail.com,South,Bronze
C1689,Dawn Burns,william69@hotmail.com,West,Platinum
C1690,Isaac Harris,asanders@williams.com,South,Bronze
C1691,Mark Barr,ryanjones@hotmail.com,South,Bronze
C1692,Jeremy Baird,hernandezpaul@lee.com,South,Gold
C1693,Daniel Martin,tthompson@gmail.com,North,Bronze
C1694,Shelby Mason,penarachel@mitchell.org,West,Platinum
C1695,Robert Russell,rjackson@santiago.com,West,Platinum
C1696,Anthony White,jenniferhernandez@martinez-wilson.info,South,Bronze
C1697,Amy Carr,christiancollins@parker.org,North,Bronze
C1698,Kyle Weber,taylorbrittney@yahoo.com,East,Bronze
C1699,Mitchell Bryant,debbiedickerson@love.com,West,Bronze
C1700,Shelby Martin,zchang@hotmail.com,West,Bronze
C1701,Mia Carter,lporter@henderson-jones.com,East,Platinum
C1702,Jonathan Frazier,ronnieramirez@tucker.org,East,Gold
C1703,Ashley Cruz,dgarcia@hotmail.com,East,Gold
C1704,David Ross,hwilson@reyes-martinez.info,North,Platinum
C1705,Ryan Young,jillgonzales@hotmail.com,North,Gold
C1706,Dr. Kristin Shepard MD,hendersonrebecca@diaz.com,South,Platinum
C1707,Karen Smith,zhenderson@sharp-olson.com,West,Platinum
C1708,Gregory Willis,danielhamilton@collier.com,South,Gold
C1709,Gary Summers,fieldsdonna@yahoo.com,South,Bronze
C1710,Jeremy Reynolds,coxsergio@gmail.com,East,Gold
C1711,Emily Spears,keitholson@gmail.com,West,Platinum
C1712,Brandon Jefferson,dpearson@yahoo.com,West,Gold
C1713,Charles Edwards,cisnerosmatthew@saunders.com,West,Silver
C1714,Jason Richards,stephen79@gmail.com,West,Silver
C1715,Jacob Weber,rwright@miller-howell.com,West,Silver
C1716,Dennis Meza,millerjulie@brooks.biz,South,Platinum
C1717,Julie Cruz,robertlopez@smith-barry.com,South,Silver
C1718,Matthew Roberts,wellsnicole@yahoo.com,East,Silver
C1719,Amanda Perkins,gordon23@nguyen-guzman.com,West,Bronze
C1720,Jeanette Coffey,beckerscott@case.info,South,Bronze
C1721,Alexis Hart,manderson@hotmail.com,North,Gold
C1722,David Gilbert,rebeccaknight@yahoo.com,West,Platinum
C1723,Blake Willis,riosjason@moore.info,East,Bronze
C1724,Crystal Smith,youngryan@gmail.com,East,Bronze
C1725,Matthew Jones,ncook@yahoo.com,South,Gold
C1726,Jacob White,woodpatricia@gmail.com,South,Bronze
C1727,Joshua Hart,johnsonthomas@stephenson.com,West,Platinum
C1728,Robert Curtis,ycarpenter@hotmail.com,South,Silver
C1729,Charles Parsons,ggray@yahoo.com,West,Platinum
C1730,Mary Ryan,heidiatkins@ferguson-wolf.org,North,Platinum
C1731,Emily Vang,linda26@gmail.com,North,Gold
C1732,Elizabeth Hayes,waltoncolin@hotmail.com,North,Bronze
C1733,Justin Anderson,mitchellwalker@bell.com,West,Bronze
C1734,Terry Thomas,jeremykrause@yahoo.com,South,Gold
C1735,Tyler Peters,martinezjoshua@brewer.info,South,Silver
C1736,Amanda Anderson,yreyes@horn.info,West,Silver
C1737,Amanda Mills,travis41@gmail.com,West,Gold
C1738,Amy Bryant,marydixon@moore.com,South,Platinum
C1739,Tammy Bush,bodonnell@atkinson-walsh.com,South,Bronze
C1740,Ashley Trujillo,adamthomas@adams-stein.net,North,Silver
C1741,Kristi Adams,rhickman@williams-dixon.com,North,Gold
C1742,Nicole Franco,kathyreynolds@garcia-parker.com,South,Gold
C1743,Hannah Craig,larsonsarah@yahoo.com,North,Silver
C1744,Sarah Swanson,darrensmith@montgomery.com,East,Platinum
C1745,Adriana Wagner,christopher25@yahoo.com,North,Platinum
C1746,Dr. Rebecca Lopez MD,juliefitzgerald@wilson-tanner.com,South,Platinum
C1747,Sarah Williams,pgeorge@hotmail.com,North,Bronze
C1748,Mr. Stephen Powers,ryan11@lopez-murphy.net,North,Gold
C1749,Joshua Sheppard,stephen63@powell-mccarty.info,West,Platinum
C1750,Colton Flores,beverlygonzales@gmail.com,South,Bronze
C1751,Cynthia Warren,meganandersen@mathis.com,West,Silver
C1752,Donna Park,james08@hotmail.com,East,Platinum
C1753,Tyler Schultz,oholmes@yahoo.com,West,Silver
C1754,Gloria Brown,nicholslisa@hotmail.com,East,Gold
C1755,Christine Campbell,goodmanlisa@schroeder.org,North,Gold
C1756,Wendy Adams,robertbailey@smith.com,East,Gold
C1757,Jason Oliver,hammondjeff@cohen-reyes.biz,West,Gold
C1758,Aaron Church,uturner@hotmail.com,West,Silver
C1759,Erica Fitzpatrick,michelle10@lawrence.com,North,Bronze
C1760,Jack Alexander,john80@yahoo.com,West,Gold
C1761,Dillon Anderson,moniquebell@hall.info,South,Platinum
C1762,Laura Smith,eallen@rogers.com,West,Silver
C1763,Diane Nichols,elizabethwarner@gmail.com,West,Bronze
C1764,David Pierce,lawrenceeric@yahoo.com,North,Gold
C1765,Kathryn Martin,charles04@yahoo.com,South,Silver
